country,region,year,month,avg_temperature,rainfall_mm,festival,covid_restriction,gdp_growth_rate,foreign_exchange_rate,internet_mentions,global_travel_index,airline_ticket_price,hotel_occupancy_rate,visa_required,num_tourists,revenue_usd
Brazil,Americas,2014,May,8.0,67.7,No,None,2.88,19.98,1030,70.77,682.15,66.2,No,12964,6736126.82
Australia,Oceania,2021,Nov,35.3,207.5,No,None,3.26,93.67,979,74.74,526.42,57.28,Yes,81947,97360187.54
UK,Europe,2010,Nov,24.1,37.5,No,Full,5.56,93.6,961,71.99,563.2,73.56,Yes,36216,28953290.69
Italy,Europe,2021,Feb,32.1,0.0,No,None,4.19,67.63,999,52.73,589.92,62.03,No,63598,61761906.01
Morocco,Africa,2020,May,9.7,76.6,Yes,None,6.3,45.45,995,47.68,748.72,79.15,Yes,54780,37754241.54
Russia,Europe,2015,Apr,14.3,64.0,Yes,None,4.46,51.45,939,69.25,526.92,75.32,No,8263,7007674.74
Greece,Europe,2020,Feb,27.5,105.4,No,Partial,3.57,61.88,1020,48.06,631.74,40.08,No,56092,64023421.69
India,Asia,2019,Nov,16.1,122.9,Yes,Partial,3.47,101.3,925,87.94,758.3,70.58,Yes,45264,37646281.65
Nepal,Asia,2015,Jun,30.2,86.9,Yes,None,2.82,81.21,954,67.61,615.8,52.86,Yes,21968,14934386.09
Australia,Oceania,2016,Jul,30.1,112.1,Yes,Full,1.49,63.61,964,42.52,760.95,69.5,No,79689,77793585.7
India,Asia,2024,Oct,25.0,32.2,Yes,Partial,2.77,108.29,992,41.15,390.15,45.42,Yes,65588,36842095.15
USA,Americas,2021,Mar,17.7,138.6,No,None,2.54,39.13,1053,58.85,487.62,88.8,Yes,14967,10750143.48
Vietnam,Asia,2023,May,17.2,66.0,No,None,0.44,42.55,993,81.41,662.24,87.19,Yes,41835,37256658.6
Brazil,Americas,2023,Aug,22.4,153.6,Yes,None,5.57,5.15,1053,45.03,679.45,45.33,Yes,37736,22283839.81
Mexico,Americas,2020,Apr,30.3,11.5,Yes,Partial,3.02,7.5,1030,64.71,616.9,65.04,Yes,73408,51810263.81
South Korea,Asia,2011,Nov,30.6,71.7,Yes,None,4.07,94.9,1046,83.9,607.95,52.26,Yes,53323,26166958.01
Japan,Asia,2014,Jun,27.3,135.5,Yes,None,5.51,1.73,1034,50.99,378.32,45.62,Yes,97462,78010665.64
Brazil,Americas,2016,Aug,24.9,58.6,Yes,None,1.67,102.93,1004,60.34,591.0,40.37,Yes,107600,74967484.78
Argentina,Americas,2018,Dec,31.9,77.6,Yes,None,3.48,67.09,1082,40.56,361.79,51.18,Yes,37808,27782966.2
USA,Americas,2022,Feb,25.0,136.3,Yes,Partial,2.91,41.35,1029,53.06,570.62,67.81,No,5364,4930243.2
UAE,Middle East,2010,Dec,27.1,97.3,Yes,None,1.42,10.65,983,89.53,857.43,89.61,Yes,13217,9538196.44
New Zealand,Oceania,2012,Sep,24.4,42.2,No,None,2.55,119.83,987,50.08,840.12,40.48,No,66449,56055012.81
Egypt,Africa,2017,Sep,22.2,105.9,No,Partial,1.17,100.0,983,79.27,690.34,69.33,Yes,97139,58382134.09
Vietnam,Asia,2015,Oct,41.4,86.0,Yes,Partial,1.75,72.19,964,53.16,635.81,58.79,No,8560,8511245.41
Egypt,Africa,2018,Mar,23.8,48.8,Yes,None,1.57,51.53,1051,65.1,841.21,93.66,No,45013,33242601.22
Italy,Europe,2010,Feb,17.3,72.5,No,None,4.59,30.53,966,85.19,668.38,54.13,No,92145,54390864.81
Argentina,Americas,2023,Jul,13.1,170.3,Yes,None,3.05,99.31,988,51.56,692.18,91.15,No,53690,56848077.88
Russia,Europe,2019,Oct,29.5,165.5,Yes,None,1.97,57.78,1048,78.72,730.77,47.46,No,88149,95841288.91
South Africa,Africa,2023,Aug,34.7,86.9,Yes,None,2.61,102.65,952,44.88,783.16,92.18,Yes,48609,47579066.29
Greece,Europe,2024,Sep,26.8,34.7,Yes,None,0.25,8.01,1034,47.57,254.1,62.16,No,94547,77012679.91
Kenya,Africa,2010,Jun,24.2,19.2,Yes,None,2.81,23.68,937,44.86,550.39,88.31,Yes,108223,90762857.35
Nepal,Asia,2011,Sep,22.4,0.0,Yes,None,4.72,47.95,1010,50.74,451.85,88.76,No,91156,76470588.11
Argentina,Americas,2024,Jan,25.3,99.0,No,None,2.42,90.92,1062,59.22,401.52,67.77,Yes,99179,88168891.96
Switzerland,Europe,2020,Jan,18.5,8.9,Yes,Full,2.49,119.84,1064,56.76,523.21,86.44,No,93487,66236817.93
Spain,Europe,2023,Jan,28.0,74.5,Yes,None,6.08,78.31,1014,49.88,424.04,60.57,Yes,34840,31366413.77
Brazil,Americas,2022,Mar,19.6,0.0,Yes,Partial,1.67,30.22,1049,79.29,645.2,40.5,Yes,68378,29359279.37
Nepal,Asia,2019,Jan,17.6,51.0,Yes,Partial,5.04,42.25,963,53.05,698.63,53.47,No,42685,39337439.65
Argentina,Americas,2025,Dec,32.9,110.4,No,Full,1.25,99.1,971,57.92,588.59,75.4,No,98962,109002065.19
Spain,Europe,2019,Apr,17.5,95.1,No,Partial,3.7,76.81,1000,46.2,364.06,58.17,No,42634,29308767.59
Bhutan,Asia,2023,Jun,38.1,147.3,Yes,None,3.36,66.37,1029,80.5,782.84,89.19,No,36768,29012574.4
Argentina,Americas,2022,Sep,35.2,23.7,Yes,None,1.1,96.0,979,82.33,721.93,56.67,No,86121,23070874.62
Argentina,Americas,2017,Mar,21.6,67.6,Yes,Partial,2.74,41.2,965,44.28,400.05,66.15,Yes,96016,81611113.22
USA,Americas,2025,Oct,21.2,141.9,No,None,3.1,106.67,1007,89.9,385.59,69.56,Yes,68039,56390552.23
India,Asia,2010,Sep,30.8,48.4,Yes,None,5.97,9.12,981,66.9,546.63,55.18,No,80254,86292677.51
UAE,Middle East,2010,Oct,34.2,77.8,Yes,None,2.74,21.38,1016,82.69,815.21,52.86,Yes,22850,26101835.54
Vietnam,Asia,2011,Jul,23.4,133.3,No,None,4.35,32.26,975,44.07,653.91,58.83,Yes,30578,20742351.3
Bhutan,Asia,2014,Apr,28.0,69.4,Yes,None,4.15,38.89,1001,62.38,632.49,62.49,Yes,78996,76491530.57
Morocco,Africa,2025,Mar,21.7,57.7,No,None,3.59,27.43,1013,48.5,856.84,45.09,No,73082,72394165.48
Japan,Asia,2012,Aug,29.6,16.0,No,None,1.19,80.28,1058,47.61,642.77,59.81,No,39960,28568311.07
UK,Europe,2010,Aug,21.9,40.5,Yes,Partial,3.64,111.63,936,48.93,425.27,57.61,Yes,24120,27563125.16
USA,Americas,2021,May,22.8,116.3,Yes,None,4.22,73.65,1008,60.17,466.98,90.93,No,76592,45543358.83
Japan,Asia,2022,Nov,24.6,0.0,Yes,None,4.3,8.17,1055,54.39,337.68,85.69,Yes,65462,28269631.04
Australia,Oceania,2011,Sep,25.5,135.6,No,Partial,2.67,70.2,979,87.17,597.81,40.27,No,45537,38636426.54
Vietnam,Asia,2024,Aug,13.0,32.3,Yes,None,2.83,7.57,1011,78.5,658.92,74.82,No,31984,36906878.35
UK,Europe,2023,Feb,21.6,104.7,No,None,1.52,84.96,958,53.33,444.24,52.15,Yes,8651,5188660.06
UK,Europe,2017,Aug,21.7,9.2,Yes,None,0.62,3.1,1017,60.38,510.68,83.1,No,106077,103162976.03
Canada,Americas,2025,Mar,23.7,96.0,Yes,Partial,4.36,54.22,1000,86.03,538.13,56.14,No,64711,39868225.53
UK,Europe,2021,Jun,22.7,54.2,Yes,None,3.28,113.06,990,88.48,484.55,54.82,No,100279,73794786.97
Australia,Oceania,2012,Apr,16.5,12.5,Yes,Partial,2.92,116.43,1029,82.81,617.53,46.94,Yes,81932,79550478.08
New Zealand,Oceania,2020,Feb,21.4,64.7,No,None,3.26,16.69,1029,87.04,415.65,61.53,No,42857,19817606.61
Greece,Europe,2011,Aug,18.4,64.2,No,Partial,5.51,28.02,987,42.22,640.52,69.48,No,74421,59342931.71
Bhutan,Asia,2013,Nov,12.6,49.4,Yes,None,4.58,103.82,964,85.75,784.86,71.67,No,10329,5930379.67
Egypt,Africa,2025,Nov,17.3,59.5,Yes,None,2.89,48.33,1043,65.15,629.78,63.78,No,43702,54464794.5
Indonesia,Asia,2010,Sep,27.5,53.4,Yes,None,4.88,89.92,1020,76.33,850.87,85.38,Yes,97251,72716289.56
South Africa,Africa,2017,Apr,22.9,81.1,Yes,Partial,1.92,77.9,1003,77.83,813.21,58.32,Yes,97325,62304718.16
Vietnam,Asia,2010,Aug,20.5,72.3,Yes,None,0.14,96.08,1023,85.76,702.06,79.28,Yes,79348,71131733.55
China,Asia,2018,Aug,25.0,121.2,Yes,Partial,2.97,18.09,1011,68.03,979.86,42.24,No,81319,85305508.81
UAE,Middle East,2011,Jul,16.8,73.7,No,Partial,2.13,39.71,984,85.89,520.8,66.46,No,75675,59949016.87
UK,Europe,2020,Jun,26.6,67.6,No,None,2.96,62.73,1017,52.92,597.55,59.67,Yes,88800,64611633.53
Egypt,Africa,2011,Apr,19.5,48.5,No,None,5.23,24.47,1023,61.99,763.48,57.4,Yes,18756,22441178.45
Spain,Europe,2014,Jul,26.6,87.5,No,None,2.09,101.97,961,42.17,723.23,76.94,Yes,41500,35384408.13
Brazil,Americas,2022,Sep,14.3,65.1,Yes,None,-1.19,43.18,971,79.45,906.86,53.62,Yes,27802,23472476.06
Kenya,Africa,2021,May,30.4,0.0,No,None,3.08,74.13,975,49.8,440.35,63.19,No,8360,7291172.83
France,Europe,2014,Aug,21.2,72.9,No,None,4.59,20.82,1043,67.79,702.19,45.8,No,116216,119084080.9
Thailand,Asia,2023,May,21.3,108.8,Yes,None,3.25,55.68,961,42.92,826.83,86.36,Yes,35569,36624055.71
Argentina,Americas,2011,Aug,19.0,85.9,Yes,None,4.78,15.43,1041,82.26,704.71,85.95,Yes,105454,77140560.1
Nepal,Asia,2012,Feb,19.1,78.1,No,None,1.78,9.73,984,84.42,426.77,93.88,No,65403,37997719.29
Turkey,Middle East,2016,Feb,17.1,56.4,Yes,None,1.75,51.59,920,88.62,516.65,72.34,Yes,29432,25044787.96
China,Asia,2021,Feb,16.3,25.0,Yes,None,-0.35,118.26,996,41.68,618.97,80.07,No,95235,79746061.42
Japan,Asia,2022,Jul,16.9,109.3,Yes,Partial,4.17,109.75,1060,66.69,614.52,80.95,Yes,61213,40548794.9
Vietnam,Asia,2025,Nov,26.7,30.0,No,None,6.78,56.78,992,81.98,627.18,83.79,Yes,68669,39238421.29
UK,Europe,2013,Jul,12.5,125.1,Yes,Partial,1.56,33.89,978,79.21,750.95,48.19,Yes,79952,65632854.25
Switzerland,Europe,2015,Dec,18.7,29.7,Yes,None,3.7,48.34,951,45.28,477.2,45.15,No,71178,83501779.05
Japan,Asia,2010,Oct,28.1,44.6,Yes,Full,5.58,37.77,1002,53.37,810.08,88.06,Yes,7572,9634188.86
South Africa,Africa,2024,May,21.2,117.3,No,None,3.44,2.14,1004,63.84,323.84,60.42,Yes,19213,17093760.8
Greece,Europe,2025,Mar,23.1,120.9,Yes,Partial,4.76,97.15,1024,72.92,469.44,61.02,Yes,48114,32040583.71
USA,Americas,2014,Jan,17.8,89.9,Yes,None,1.76,103.33,1010,75.22,463.73,51.47,No,16530,15045434.05
Switzerland,Europe,2011,Apr,18.9,0.0,Yes,None,2.21,118.65,1010,77.26,527.65,84.55,Yes,28392,21484083.69
Nepal,Asia,2022,May,23.2,96.0,Yes,None,3.43,31.34,1045,76.99,750.51,40.31,Yes,30775,31836123.58
New Zealand,Oceania,2018,Dec,39.0,28.5,No,None,-0.78,32.52,988,77.4,761.53,45.25,No,46084,41547209.26
Greece,Europe,2016,Aug,23.7,57.7,Yes,None,2.09,75.95,974,41.52,693.16,83.66,No,118165,119072818.7
China,Asia,2024,Aug,32.4,88.3,No,None,3.31,111.76,965,74.84,595.01,88.92,Yes,85635,85505165.35
South Korea,Asia,2014,Apr,15.4,106.2,Yes,None,1.47,74.18,985,51.15,553.34,62.89,Yes,58477,38649962.71
UAE,Middle East,2019,Mar,16.7,65.4,Yes,None,4.01,1.45,1002,58.55,517.14,59.93,Yes,20532,14393363.55
Switzerland,Europe,2024,Jan,20.9,130.4,Yes,None,2.82,112.6,1026,49.22,874.8,77.88,No,67692,51824902.49
Indonesia,Asia,2024,Feb,11.5,82.7,Yes,None,3.11,25.79,995,49.86,744.42,94.49,Yes,69273,49210596.21
Australia,Oceania,2024,Mar,23.0,112.0,No,Partial,3.51,74.67,1009,58.92,589.28,83.65,No,62669,42374821.92
Switzerland,Europe,2017,Oct,24.6,29.3,No,None,2.76,90.04,1014,69.51,516.27,63.03,Yes,9298,6507898.01
Vietnam,Asia,2016,Apr,21.2,99.4,Yes,Full,0.05,118.99,985,72.31,682.88,61.84,No,34655,30246309.83
UAE,Middle East,2014,Nov,21.3,104.2,Yes,Partial,0.89,50.72,978,45.52,354.96,71.73,Yes,97009,81008231.61
Vietnam,Asia,2015,Jun,19.2,31.1,No,None,3.93,64.5,1026,58.61,403.13,53.43,Yes,71238,62235678.77
Russia,Europe,2024,Apr,26.4,74.3,No,None,4.69,106.73,999,76.78,724.51,73.32,No,60561,45058787.71
Mexico,Americas,2020,Apr,32.0,10.6,No,None,2.8,59.83,978,43.84,876.93,63.41,Yes,61407,61768727.29
Mexico,Americas,2011,Dec,21.6,86.9,No,None,0.78,71.03,988,68.35,670.08,83.66,Yes,13480,8428439.22
France,Europe,2014,Aug,14.8,105.7,No,None,1.19,119.15,1029,84.57,776.37,73.32,No,64687,83153192.79
Morocco,Africa,2020,Nov,18.3,69.2,Yes,Partial,3.82,35.77,988,55.08,885.84,42.23,Yes,57256,44469100.52
South Korea,Asia,2016,Aug,13.9,112.1,No,Full,3.54,107.65,1047,88.42,313.1,70.12,Yes,44478,29494763.04
Egypt,Africa,2010,Jan,21.9,117.2,No,None,0.56,5.76,1036,61.68,672.41,74.78,No,96225,71560601.77
Turkey,Middle East,2014,Aug,23.7,146.3,No,Partial,3.29,82.1,980,69.54,448.58,40.1,No,9969,6262959.92
Turkey,Middle East,2023,Oct,39.2,171.6,No,None,6.95,67.41,989,71.3,390.59,52.99,Yes,16928,7048621.67
France,Europe,2022,Mar,17.9,51.6,Yes,None,4.35,75.25,1011,66.46,689.24,50.85,No,97373,69104266.56
UAE,Middle East,2021,May,19.3,88.3,Yes,Full,0.75,71.65,983,79.62,430.01,48.02,Yes,85059,69596953.04
Argentina,Americas,2017,Nov,23.4,127.4,No,None,-0.21,93.14,1032,79.56,798.63,76.65,No,66866,47423617.81
Russia,Europe,2018,Nov,22.1,91.5,No,None,0.46,39.91,1015,40.53,704.15,64.91,Yes,86534,50357821.46
Australia,Oceania,2020,Jul,21.2,94.5,Yes,None,4.46,15.77,971,86.02,555.61,58.37,No,17724,12632453.31
France,Europe,2012,Dec,18.0,82.1,Yes,None,5.95,114.31,1024,89.47,503.97,93.25,Yes,89569,70517793.27
South Korea,Asia,2016,Aug,11.8,55.1,Yes,None,2.65,119.85,1019,60.26,382.22,91.64,No,58934,46387343.57
Vietnam,Asia,2021,Apr,15.0,0.0,No,Partial,3.61,116.96,1001,78.37,590.61,65.21,No,30300,23930608.56
USA,Americas,2014,Aug,28.9,101.7,No,None,4.09,2.16,1046,54.52,484.28,48.44,Yes,87088,78071192.85
Germany,Europe,2015,Jun,18.7,173.9,No,Partial,0.91,52.75,1002,49.5,456.35,77.66,No,93608,56214900.07
UK,Europe,2022,Sep,29.4,84.8,Yes,Partial,3.98,103.63,954,64.14,465.85,86.53,Yes,11846,4960265.6
UK,Europe,2014,May,19.4,32.7,No,Full,-0.37,37.53,1033,49.84,834.44,82.94,Yes,69375,57806947.99
Vietnam,Asia,2013,Feb,20.1,155.0,No,Partial,3.38,100.55,1005,43.86,575.82,40.12,No,89233,107636209.53
India,Asia,2024,Mar,27.1,98.1,No,Partial,0.88,48.07,1030,58.71,782.31,57.95,No,19940,18144586.98
Bhutan,Asia,2023,Jul,20.6,60.7,Yes,Partial,3.89,22.63,992,64.37,450.26,84.47,Yes,75512,61858070.5
Greece,Europe,2013,May,19.4,217.1,Yes,Partial,2.83,64.04,1018,47.12,624.47,70.66,Yes,22968,16978685.21
Argentina,Americas,2012,Jan,19.2,134.5,Yes,None,4.04,37.28,952,62.8,654.11,89.44,No,84318,73070268.23
Greece,Europe,2014,Sep,19.6,105.4,Yes,None,4.54,99.54,1015,61.46,492.61,86.13,Yes,99991,87856607.95
Mexico,Americas,2019,Sep,35.3,109.1,No,None,4.47,85.05,970,78.9,746.83,63.99,Yes,31940,24500604.39
Brazil,Americas,2019,Dec,25.9,73.9,Yes,Full,4.55,28.17,985,58.54,482.55,63.82,Yes,14896,11919590.46
South Korea,Asia,2018,May,26.1,83.0,No,None,2.04,21.78,1014,81.3,879.26,43.8,No,65587,31441188.8
Greece,Europe,2017,Oct,16.1,53.9,No,None,5.41,41.54,1019,78.15,686.66,65.32,Yes,82778,77221170.13
Indonesia,Asia,2023,Nov,19.3,82.3,No,None,0.68,68.49,978,82.06,578.44,77.88,Yes,29416,25162363.34
Kenya,Africa,2023,Jan,11.8,17.0,No,None,3.05,104.79,1072,55.09,437.6,57.07,No,34778,19260064.98
Egypt,Africa,2015,Dec,24.2,115.0,Yes,None,5.01,73.44,1045,81.87,641.09,72.34,Yes,73133,61488976.88
Egypt,Africa,2017,Oct,18.5,105.6,No,None,2.23,6.69,954,75.47,781.2,47.86,Yes,5605,6196248.43
Egypt,Africa,2011,Nov,29.0,49.0,No,Partial,4.84,107.13,999,85.02,580.32,92.2,No,71198,73996203.93
India,Asia,2024,May,24.7,120.5,Yes,None,3.37,80.05,1064,71.07,566.3,84.58,No,59622,39023055.32
UAE,Middle East,2015,Oct,21.8,69.8,Yes,None,2.62,35.27,974,62.88,566.77,67.18,Yes,48160,40742016.33
Bhutan,Asia,2018,Sep,21.3,65.2,Yes,Full,3.62,42.61,1020,55.62,745.43,66.55,Yes,45620,29148059.31
Mexico,Americas,2015,Nov,19.8,21.2,No,None,4.1,25.96,1006,45.86,743.19,76.95,No,82596,89688899.46
Indonesia,Asia,2024,Jun,15.5,49.9,Yes,None,4.76,88.8,1104,85.74,507.84,85.93,Yes,41989,31566638.08
Russia,Europe,2017,Feb,15.2,59.7,No,Partial,4.27,45.74,973,81.23,581.86,64.72,No,56316,32475522.42
Germany,Europe,2022,Sep,14.3,165.6,Yes,None,3.43,17.09,1015,47.43,683.94,62.23,No,57682,40093297.53
Brazil,Americas,2017,Feb,24.9,53.5,No,None,5.95,83.92,1014,76.99,636.71,93.69,Yes,57289,49473320.86
USA,Americas,2019,Jan,16.2,104.4,No,None,1.77,58.74,977,61.07,662.21,94.17,Yes,37852,43266479.78
Brazil,Americas,2024,Aug,22.7,32.5,Yes,Partial,2.14,17.01,973,73.06,530.52,93.44,No,63828,50249682.07
Mexico,Americas,2010,Mar,22.7,21.2,Yes,None,3.87,13.34,988,75.79,569.99,71.24,Yes,72698,77401555.8
Germany,Europe,2025,Jan,22.8,42.2,No,None,0.29,71.0,987,42.45,662.13,43.56,Yes,10847,8306342.84
Australia,Oceania,2013,Feb,14.8,54.7,Yes,None,-0.93,38.77,996,59.52,478.01,48.75,Yes,50143,39825719.71
Greece,Europe,2012,Oct,23.2,35.2,Yes,None,0.92,38.87,1021,64.82,750.08,93.83,No,39202,30210469.18
Vietnam,Asia,2013,Mar,16.9,46.7,Yes,None,3.93,98.5,1014,74.51,566.93,53.09,No,84414,68746645.46
New Zealand,Oceania,2023,Oct,26.2,98.9,Yes,None,4.61,7.96,1038,72.6,539.22,94.47,Yes,70614,59527101.12
Indonesia,Asia,2017,Jun,17.3,116.5,Yes,Full,2.58,76.6,995,59.93,525.13,93.56,No,100396,69623471.29
New Zealand,Oceania,2018,Dec,19.1,12.5,No,None,3.37,51.75,1051,76.53,581.43,55.86,No,69375,48955009.26
Canada,Americas,2014,Apr,23.8,90.3,No,None,3.28,90.95,993,59.88,893.41,43.29,Yes,21517,11607441.32
UAE,Middle East,2017,Oct,24.3,149.8,Yes,None,1.56,55.64,1045,64.62,454.04,60.39,No,47341,23662298.0
Spain,Europe,2023,May,24.0,102.8,No,Partial,3.53,27.84,1014,58.29,440.29,42.79,Yes,6378,4180669.07
New Zealand,Oceania,2020,Jun,23.6,42.9,No,None,4.67,62.68,1006,55.07,532.64,61.78,Yes,112950,76188158.36
India,Asia,2025,Feb,20.5,113.0,No,Partial,3.95,8.79,999,68.8,617.89,45.9,Yes,55208,48530746.84
Nepal,Asia,2025,May,5.8,9.0,Yes,Partial,0.85,5.75,1052,50.02,546.76,77.21,Yes,24903,19332212.55
South Korea,Asia,2010,Oct,28.4,0.0,No,None,0.51,12.17,1009,74.99,803.59,45.23,Yes,97327,90238929.39
Canada,Americas,2020,Apr,13.6,22.0,No,None,5.79,4.11,989,82.77,436.88,71.67,Yes,54094,54097785.21
Greece,Europe,2014,Aug,28.2,23.2,Yes,Partial,2.29,102.04,990,46.53,424.54,87.69,No,15447,13013713.7
Spain,Europe,2019,May,24.9,162.9,No,Full,4.02,14.2,1017,42.09,380.8,83.14,No,33876,28954631.86
Thailand,Asia,2010,Nov,26.5,81.5,Yes,None,2.4,88.97,974,86.94,657.46,77.89,Yes,63753,41086388.75
Russia,Europe,2011,Oct,23.3,161.7,Yes,Partial,2.66,54.75,1043,55.61,594.11,80.22,Yes,58669,71112453.56
India,Asia,2016,Apr,30.3,74.1,Yes,None,2.57,20.75,1054,81.94,507.04,41.6,Yes,81886,56502776.14
Bhutan,Asia,2017,May,8.2,74.1,Yes,None,6.14,66.47,1043,81.5,834.71,61.44,Yes,61775,48945254.12
Bhutan,Asia,2023,Sep,24.2,155.8,Yes,None,2.22,83.05,1036,81.19,589.12,75.83,Yes,92920,58086181.92
France,Europe,2016,Apr,33.8,66.5,Yes,Partial,2.09,47.62,951,85.66,501.82,81.3,Yes,30558,24408369.86
Australia,Oceania,2019,Nov,21.4,100.8,No,Full,3.32,60.97,1001,76.03,620.59,93.2,No,73836,47663223.8
Russia,Europe,2019,Mar,21.1,45.4,No,None,0.03,78.37,996,84.42,759.08,76.46,Yes,37834,33348024.77
Vietnam,Asia,2014,Feb,15.9,113.1,Yes,Full,2.32,20.25,981,78.76,623.57,58.8,Yes,61489,64168286.24
South Korea,Asia,2014,Oct,26.5,101.9,Yes,None,0.99,47.43,1017,50.02,647.13,56.52,No,47781,44358128.05
India,Asia,2011,May,30.3,175.2,No,None,3.59,72.41,1009,46.0,457.31,77.53,Yes,58374,24644030.86
Greece,Europe,2016,Jun,23.0,98.2,No,None,4.7,97.16,1001,50.33,570.27,48.26,Yes,113800,64765817.19
Australia,Oceania,2020,Jan,24.2,153.1,Yes,Full,1.55,98.79,991,82.67,734.84,81.45,Yes,46041,25966850.89
New Zealand,Oceania,2022,Aug,19.2,79.6,No,Partial,4.27,105.5,1024,53.12,754.29,78.42,No,62953,35611540.58
Russia,Europe,2021,Apr,18.1,141.4,No,None,4.37,33.14,987,48.58,804.36,75.2,No,48345,41832743.38
Canada,Americas,2021,Oct,13.8,126.1,Yes,None,3.51,14.06,1015,42.45,696.8,59.97,Yes,44896,45026353.1
Morocco,Africa,2020,Mar,31.1,41.3,Yes,None,2.97,64.16,966,67.31,399.0,63.85,Yes,91855,84424133.07
USA,Americas,2017,Jun,14.8,144.4,No,Full,3.45,84.43,987,53.23,588.51,52.45,No,84996,63691084.59
Vietnam,Asia,2010,Apr,18.0,32.6,No,Partial,1.8,82.93,1038,75.22,425.99,49.0,Yes,96488,92276604.96
Canada,Americas,2010,Oct,4.9,38.0,Yes,None,2.8,33.59,924,45.78,537.67,86.15,No,49079,31631543.13
Thailand,Asia,2012,Dec,23.1,67.8,Yes,None,4.52,83.08,991,73.45,522.54,82.1,Yes,27315,21993590.8
Switzerland,Europe,2023,May,26.0,101.5,No,None,2.92,80.82,1072,74.23,362.87,85.92,Yes,89102,89022807.82
Australia,Oceania,2011,Nov,24.4,113.3,No,None,4.06,85.23,1030,58.86,409.05,47.09,No,49657,35617806.54
Egypt,Africa,2017,Jun,26.5,64.9,No,None,4.04,100.33,995,51.28,423.22,60.75,Yes,89194,59195831.01
Egypt,Africa,2023,Sep,17.0,159.7,No,Partial,5.19,114.72,1013,47.53,624.16,48.06,No,38038,38514796.91
Argentina,Americas,2024,Aug,26.5,109.2,Yes,None,1.85,62.65,962,88.27,586.79,54.91,Yes,73216,59441030.13
UK,Europe,2010,Mar,33.1,67.0,No,None,1.5,79.07,1020,44.96,525.73,57.64,Yes,85809,78788195.99
Canada,Americas,2012,Aug,27.5,143.9,No,None,5.9,66.14,1039,71.4,491.02,90.63,Yes,48619,41615817.53
Japan,Asia,2024,Dec,32.2,166.4,No,None,3.5,99.06,983,74.51,690.21,69.96,Yes,42340,24594654.45
France,Europe,2021,Mar,22.4,110.8,Yes,Partial,2.42,61.32,1006,83.32,428.6,88.6,No,46102,35193689.91
Bhutan,Asia,2010,Jan,33.0,83.7,No,None,2.83,11.69,998,59.16,688.84,66.67,Yes,46940,38687865.58
Mexico,Americas,2023,Nov,17.2,88.4,Yes,None,0.64,15.75,1051,59.37,593.9,80.61,Yes,75882,74199002.06
Brazil,Americas,2011,Mar,27.9,31.0,No,Partial,2.62,21.65,936,49.23,1174.84,70.39,No,77127,49887018.48
Brazil,Americas,2018,Feb,19.9,66.6,No,Full,3.81,113.77,1016,60.53,849.52,94.28,No,51655,39113665.97
Switzerland,Europe,2010,Jun,30.8,58.9,Yes,None,3.99,86.03,997,77.91,729.22,59.59,No,25764,28831196.44
Vietnam,Asia,2020,Jun,9.3,108.4,Yes,None,0.18,98.91,1072,50.42,553.28,63.16,Yes,69631,51410501.58
USA,Americas,2020,Aug,21.7,149.3,Yes,None,3.11,12.8,981,60.38,373.97,61.43,No,100285,94512165.25
Thailand,Asia,2020,Jun,17.2,164.1,Yes,Partial,0.87,114.46,971,63.61,516.9,68.94,Yes,87796,41955032.5
Spain,Europe,2022,Jun,26.5,109.5,No,Partial,3.51,101.19,973,68.37,733.79,49.42,No,9807,4260556.1
Indonesia,Asia,2025,Aug,20.1,29.0,Yes,None,3.61,25.77,1052,56.43,577.86,70.35,No,11468,6837731.64
Switzerland,Europe,2015,Jul,16.8,91.2,Yes,None,3.32,48.66,992,73.32,599.66,63.15,No,34639,36159684.42
Brazil,Americas,2025,Nov,27.1,79.0,No,None,3.22,14.81,1030,66.34,264.24,94.02,Yes,86700,77458210.3
Turkey,Middle East,2023,Apr,24.3,75.4,Yes,Full,3.42,115.24,1066,79.75,573.8,94.04,No,67441,63774576.52
Brazil,Americas,2011,Dec,24.2,92.7,No,None,1.6,87.55,980,64.85,646.97,78.07,Yes,90436,89762280.89
India,Asia,2017,Nov,19.8,148.3,No,Partial,5.23,41.61,990,51.34,586.76,55.87,Yes,92925,57191936.98
France,Europe,2024,Nov,21.8,132.6,No,Partial,5.72,93.77,947,65.97,468.4,84.88,Yes,67470,40084906.97
Bhutan,Asia,2016,Dec,17.4,188.7,No,None,4.78,43.0,945,66.91,630.16,75.43,Yes,30791,33545806.6
South Africa,Africa,2011,Oct,26.0,154.0,No,None,4.61,0.86,974,48.44,590.96,73.45,Yes,83854,78684815.33
Vietnam,Asia,2020,Mar,26.3,34.8,Yes,None,2.18,5.9,1070,59.3,682.53,70.66,No,31292,30011933.64
Canada,Americas,2013,Feb,37.9,8.6,No,Partial,3.81,115.26,970,48.31,913.46,70.55,Yes,89309,62434269.18
Argentina,Americas,2016,Jul,19.0,108.6,Yes,None,1.37,54.01,987,71.32,362.3,51.8,Yes,9866,7915438.23
South Korea,Asia,2011,Oct,8.1,120.3,Yes,Full,3.8,114.8,977,49.71,456.65,84.26,No,79887,62028522.03
