country,region,year,month,avg_temperature,rainfall_mm,festival,covid_restriction,gdp_growth_rate,foreign_exchange_rate,internet_mentions,global_travel_index,airline_ticket_price,hotel_occupancy_rate,visa_required,num_tourists,revenue_usd
Bhutan,South,2019,9,18.15,172.5,0,0,4.05,83.79,911.0,71.92,280.28,71.13,0,207741,47596611
India,North,2024,9,22.48,73.1,0,0,2.01,57.74,1047.0,36.06,264.55,50.31,1,1124809,257710789
Sri Lanka,East,2019,6,25.51,70.8,1,0,4.56,65.94,828.0,13.3,235.52,64.74,1,365697,83786725
Sri Lanka,West,2022,11,21.6,121.0,0,0,3.1,62.77,1017.0,75.84,280.7,45.34,0,397729,91125741
Thailand,North,2016,11,25.84,47.2,1,0,3.54,73.13,1381.0,73.57,321.53,85.1,0,4251506,974084459
India,North,2024,10,16.22,101.6,0,0,6.34,68.24,1033.0,15.59,253.8,83.98,0,1133701,259748081
Nepal,West,2018,2,18.3,82.7,1,1,2.23,65.52,1542.0,89.33,287.09,40.66,0,238199,54575001
Sri Lanka,South,2016,12,24.66,142.3,0,0,3.48,96.42,1202.0,37.69,300.47,60.26,1,307929,70551200
Nepal,West,2017,2,25.72,72.6,0,0,3.26,64.88,528.0,74.26,197.73,82.45,1,307536,70461158
Nepal,South,2019,10,29.04,91.5,0,0,4.59,92.67,1024.0,36.89,302.11,62.41,1,168505,38607049
India,East,2019,12,16.89,58.8,0,1,6.32,90.27,1411.0,11.44,366.84,58.78,1,943034,216063381
Bhutan,North,2015,12,23.74,116.1,0,1,2.7,78.2,1073.0,42.19,270.11,93.89,1,128991,29553793
Sri Lanka,Central,2019,2,29.18,128.4,0,0,2.62,59.69,917.0,97.19,342.73,72.45,1,422450,96789697
India,North,2021,6,18.32,96.8,0,0,4.29,69.98,759.0,91.98,266.88,78.7,1,1244136,285050413
Nepal,South,2020,7,23.18,33.5,0,0,2.99,72.37,1121.0,79.75,248.5,62.13,0,265163,60752862
Thailand,Central,2017,4,26.25,87.8,0,0,3.07,51.68,1194.0,76.53,309.78,84.81,0,4217229,966231079
Nepal,West,2018,3,31.44,64.9,0,0,2.18,77.68,628.0,74.19,254.11,83.9,1,262995,60256140
Sri Lanka,South,2021,9,26.12,99.0,0,0,3.08,65.28,896.0,48.3,331.09,74.22,1,348776,79909867
Sri Lanka,South,2024,3,25.64,133.3,1,0,3.47,81.36,1477.0,89.98,253.29,46.6,0,471094,107934775
Thailand,Central,2015,9,31.53,49.6,0,0,4.11,90.03,1522.0,71.22,260.09,71.68,0,4204386,963288553
Bhutan,West,2015,5,24.6,117.2,1,0,1.77,82.75,921.0,2.13,298.13,68.22,0,132752,30415495
India,East,2020,9,29.16,39.6,1,0,3.23,88.1,1027.0,32.02,312.31,41.2,0,1133948,259804672
Sri Lanka,North,2016,11,24.12,71.2,0,1,2.56,79.22,980.0,86.8,345.05,63.48,0,320260,73376419
Bhutan,West,2015,10,22.31,38.5,0,0,3.43,81.63,852.0,38.93,346.3,42.47,0,99502,22797416
Sri Lanka,North,2016,6,26.32,88.8,0,0,2.66,82.82,738.0,86.76,151.42,60.14,0,482136,110464664
Thailand,West,2019,4,27.5,110.4,0,1,2.67,71.92,1180.0,1.3,421.71,81.28,0,3932242,900936238
Bhutan,North,2015,2,31.55,151.2,0,0,2.59,65.41,1100.0,12.31,323.53,76.83,1,111114,25457901
Thailand,South,2015,3,29.17,141.8,1,1,6.38,69.62,1283.0,40.53,266.95,65.58,1,4113630,942494978
India,North,2023,11,20.08,142.0,0,0,2.95,87.47,1253.0,63.96,341.84,80.3,0,1181847,270779059
Bhutan,North,2016,7,34.48,66.2,0,0,2.46,73.49,1085.0,98.34,243.46,85.44,1,306997,70337665
Thailand,West,2023,9,26.4,171.3,0,0,2.67,75.2,797.0,22.21,425.29,43.21,1,4005833,917797052
India,North,2021,5,23.74,15.0,0,0,0.57,69.74,816.0,75.02,289.74,73.5,0,1212156,277723310
Bhutan,Central,2019,10,25.73,157.1,0,0,1.48,70.45,1077.0,57.14,284.42,88.08,0,220104,50429162
Sri Lanka,North,2019,3,25.27,124.8,0,0,3.9,68.31,1303.0,3.07,295.65,45.45,0,245087,56153146
Bhutan,West,2024,12,26.89,105.8,0,0,4.22,55.52,1389.0,46.93,257.49,87.42,1,199524,45713972
Thailand,North,2018,11,14.08,100.1,0,0,2.61,85.32,1347.0,22.87,290.97,57.54,1,4078072,934348101
India,East,2019,4,29.31,111.3,0,0,2.7,64.42,1762.0,78.69,225.78,54.91,0,1240134,284133494
India,East,2022,2,31.61,79.2,0,0,3.96,78.84,1139.0,23.47,271.35,90.54,0,1126439,258084247
Thailand,North,2021,12,32.7,154.9,0,0,3.99,80.87,1226.0,88.85,206.72,91.18,1,4301460,985529678
India,East,2018,1,19.52,121.6,0,0,0.61,73.89,1404.0,46.44,398.77,82.7,0,1101906,252463364
India,West,2021,3,23.54,69.9,0,0,4.38,92.0,868.0,90.65,355.42,43.39,1,1190101,272670176
Nepal,South,2019,10,22.4,90.4,0,0,4.61,61.87,1098.0,97.69,338.59,50.0,1,264082,60505188
Thailand,South,2019,12,22.49,77.9,0,0,3.13,74.25,1392.0,92.2,270.47,72.87,0,4271540,978674552
Sri Lanka,North,2019,4,31.47,112.3,1,0,4.55,84.95,681.0,89.42,326.92,86.61,1,486682,111506222
Sri Lanka,East,2017,6,31.6,183.7,0,0,2.24,78.39,1256.0,95.45,249.4,40.56,0,444946,101943872
India,Central,2016,9,24.75,81.7,0,1,4.85,64.34,878.0,57.08,366.54,67.46,1,1051431,240898777
Thailand,East,2015,4,27.82,87.8,1,0,0.58,54.67,771.0,56.89,356.55,68.19,0,4185288,958912912
Sri Lanka,East,2020,9,21.61,83.0,0,0,1.94,78.0,938.0,35.96,344.45,67.76,0,303704,69583189
Thailand,West,2017,1,28.36,118.8,1,0,7.63,55.9,908.0,88.87,328.9,64.16,0,4273400,979100707
Nepal,Central,2024,8,26.17,126.9,0,1,5.41,73.12,1345.0,57.93,237.5,56.44,1,174507,39982198
Nepal,West,2021,3,34.26,63.3,0,0,5.54,74.48,859.0,1.67,286.55,58.85,0,107481,24625526
India,North,2015,11,21.99,142.8,0,0,3.41,72.28,954.0,4.49,237.65,76.37,1,1098867,251767083
Sri Lanka,West,2015,7,19.27,136.3,0,0,3.59,72.58,1705.0,39.51,389.77,49.47,0,273989,62775032
Thailand,West,2018,3,31.64,44.9,0,0,-0.15,74.85,1184.0,92.57,355.56,42.92,0,4175547,956681101
Nepal,Central,2016,1,18.71,106.9,0,1,2.75,71.51,1191.0,62.26,315.04,45.86,0,106118,24313242
India,South,2017,5,26.76,41.6,0,0,1.85,72.41,654.0,71.14,207.24,45.04,0,1212691,277845887
Nepal,North,2016,8,17.92,66.7,0,0,4.11,85.12,975.0,20.43,336.33,87.11,1,151750,34768224
Thailand,East,2021,8,21.06,114.3,0,1,3.86,83.89,1315.0,89.04,365.63,48.95,0,4101655,939751324
Nepal,South,2019,2,27.32,94.7,0,0,5.43,74.17,832.0,76.18,331.56,50.18,1,221795,50816595
India,North,2017,5,21.21,114.5,0,0,3.45,64.75,970.0,64.11,183.41,93.64,1,1278836,293000709
India,North,2024,10,20.0,106.3,0,0,3.47,57.02,751.0,79.28,306.87,52.95,1,1213174,277956550
Sri Lanka,West,2015,5,31.65,145.2,1,0,4.92,76.17,1179.0,83.76,352.64,68.43,1,449655,103022775
Sri Lanka,North,2022,5,31.49,167.2,0,0,1.15,55.62,730.0,81.03,339.71,59.88,0,394143,90304134
Sri Lanka,North,2022,9,23.14,37.6,0,0,3.93,68.1,1347.0,83.36,337.5,41.29,1,380957,87283022
India,West,2024,8,30.6,165.7,0,0,5.01,76.75,1078.0,75.19,257.41,81.54,0,1247028,285713014
Thailand,West,2018,12,27.88,119.6,0,0,5.5,72.39,832.0,32.74,214.31,82.55,0,4185866,959045341
India,East,2023,8,18.96,71.2,0,0,5.39,78.6,804.0,78.14,306.09,88.27,0,1218587,279196750
Sri Lanka,East,2017,7,20.13,141.2,0,0,4.34,74.25,1269.0,18.25,236.65,69.55,0,312379,71570763
India,East,2016,5,18.96,175.8,1,0,2.85,66.84,1060.0,78.63,290.92,64.19,1,1257961,288217930
Thailand,West,2016,9,23.43,76.8,0,0,4.19,80.03,1210.0,85.59,391.97,75.39,0,4184725,958783920
Nepal,East,2023,1,22.06,88.2,0,0,4.3,95.39,1421.0,84.79,283.86,56.13,0,264090,60507021
Sri Lanka,North,2021,6,22.73,42.2,0,0,4.34,73.09,1263.0,93.23,294.77,67.13,1,451070,103346973
Thailand,South,2024,2,28.98,109.8,0,0,3.91,64.76,508.0,14.69,189.14,44.0,0,4111078,941910276
Bhutan,East,2017,9,20.24,111.6,0,0,3.09,78.37,956.0,54.55,382.38,82.71,1,162119,37143919
India,East,2015,6,19.68,121.8,0,0,3.84,88.49,1452.0,88.47,294.19,93.44,1,1268541,290641968
Nepal,South,2021,10,28.27,106.6,0,0,2.96,82.6,822.0,4.5,345.4,87.31,0,106492,24398931
Nepal,North,2018,5,26.6,-16.2,0,0,5.73,55.58,1419.0,94.32,280.06,64.83,0,292392,66991438
Thailand,Central,2024,5,21.41,113.0,0,0,4.77,80.23,906.0,93.46,290.27,61.58,0,4247359,973134319
Nepal,East,2015,6,25.4,108.0,0,0,3.79,71.44,916.0,73.19,356.88,92.51,0,258020,59116292
Bhutan,Central,2023,3,24.1,86.2,0,1,2.58,60.93,1197.0,31.56,354.43,78.38,0,38019,8710729
Thailand,North,2022,10,26.76,99.1,0,0,3.95,62.46,1131.0,21.9,281.15,84.35,1,4115388,942897763
Sri Lanka,North,2023,9,22.78,74.3,1,0,4.51,77.66,1081.0,58.52,215.73,92.32,1,472834,108333435
Thailand,East,2022,6,20.53,82.6,0,0,2.39,91.54,1051.0,17.27,311.17,75.07,0,4086136,936195686
Bhutan,West,2019,10,25.23,128.4,0,0,4.65,75.01,977.0,83.62,315.79,77.82,0,244103,55927696
Thailand,East,2022,10,25.35,135.0,0,0,0.67,76.73,1229.0,65.17,262.55,40.67,0,4141037,948774337
Bhutan,East,2024,12,33.74,47.3,0,0,6.72,53.68,550.0,49.0,355.19,81.26,0,135507,31046707
India,South,2018,2,33.07,89.1,1,0,1.51,56.79,730.0,5.53,235.85,59.18,0,1133223,259638564
Nepal,North,2016,4,26.37,98.5,0,0,2.28,90.9,1252.0,38.0,306.92,81.18,1,182054,41711330
Sri Lanka,North,2021,10,18.59,102.7,0,0,3.65,83.86,985.0,68.7,365.82,44.37,0,334643,76671783
Bhutan,East,2024,4,19.57,123.3,0,0,5.64,62.54,1107.0,42.96,303.98,77.71,0,160898,36864170
Sri Lanka,South,2016,8,27.44,114.1,0,0,4.67,74.13,845.0,2.84,313.98,43.15,0,230595,52832809
Nepal,Central,2022,4,25.34,93.7,0,0,3.49,70.5,1284.0,13.07,326.4,46.94,1,73102,16748776
Sri Lanka,West,2016,10,24.22,177.4,0,0,3.76,83.55,731.0,84.54,300.54,85.1,1,416859,95508714
India,North,2022,3,26.54,89.5,0,0,4.38,86.61,813.0,79.25,254.3,87.99,0,1250409,286487652
Nepal,North,2016,11,35.16,82.2,0,0,4.26,73.57,784.0,79.27,274.16,41.79,0,243046,55685522
Thailand,North,2020,9,20.24,105.2,0,0,3.14,88.82,1567.0,12.7,230.02,90.44,1,4139793,948489318
Sri Lanka,North,2019,8,25.0,119.6,0,0,0.01,91.65,1686.0,44.43,302.03,75.81,0,345296,79112546
Nepal,East,2017,10,28.01,89.3,0,0,1.1,74.31,472.0,45.47,341.63,60.43,0,150158,34403473
Sri Lanka,North,2024,2,19.2,138.3,0,1,6.42,73.3,1108.0,79.34,233.39,46.8,0,335527,76874320
India,West,2019,6,26.84,99.6,0,0,1.99,62.39,1142.0,39.02,260.74,87.33,1,1150999,263711315
India,West,2019,6,20.62,125.1,0,0,3.5,76.67,983.0,53.75,222.53,80.71,0,1203045,275635842
Bhutan,Central,2018,12,21.46,100.8,0,0,3.94,77.96,519.0,3.82,187.7,44.22,1,118755,27208570
Bhutan,East,2019,2,19.6,77.9,0,0,2.84,83.17,988.0,97.1,247.53,70.65,1,312140,71516004
Thailand,South,2018,5,23.07,158.5,0,0,3.37,84.9,1168.0,45.36,353.51,74.02,0,4113014,942353843
Thailand,East,2015,8,26.47,95.1,1,0,1.34,72.46,782.0,45.18,210.23,49.47,0,4215038,965729088
India,Central,2017,5,19.46,153.4,0,0,1.86,62.79,761.0,99.32,363.81,49.26,1,1192837,273297035
Sri Lanka,West,2017,10,27.51,33.6,0,0,2.3,71.51,1096.0,84.68,376.97,51.86,0,344973,79038542
Thailand,Central,2023,10,25.04,82.1,0,0,5.28,68.29,1177.0,79.49,305.1,52.79,0,4221650,967243997
Bhutan,Central,2016,2,33.24,71.4,0,0,0.48,80.5,1025.0,29.27,253.07,85.51,0,156931,35955270
India,Central,2020,11,28.04,118.6,1,0,3.02,92.4,906.0,76.47,224.25,46.78,0,1250640,286540578
India,South,2015,11,25.36,111.3,0,0,6.2,64.45,799.0,69.99,277.33,83.64,1,1207919,276752549
Sri Lanka,West,2018,4,19.15,92.8,0,0,1.64,75.77,750.0,56.05,375.42,85.76,0,341082,78147055
Thailand,East,2024,4,30.07,18.2,0,0,4.85,68.46,896.0,7.56,317.18,59.62,1,4063394,930985149
India,East,2021,10,25.32,72.3,0,0,4.05,74.65,1259.0,96.56,342.88,48.99,1,1209623,277142962
Thailand,Central,2016,5,24.91,107.5,1,0,2.96,86.7,921.0,88.53,337.27,86.01,0,4271575,978682571
Thailand,East,2024,3,24.89,69.1,0,1,3.77,54.74,585.0,67.84,382.63,65.2,1,4059414,930073271
Thailand,Central,2019,2,22.77,135.3,0,0,2.46,74.5,1282.0,25.76,288.22,80.1,1,4100355,939453475
India,North,2021,8,32.21,94.1,0,0,2.26,77.05,762.0,51.48,314.53,90.69,0,1170232,268117887
Nepal,South,2022,9,30.51,122.5,0,0,2.21,70.9,846.0,41.69,276.41,49.65,0,176988,40550633
India,Central,2015,2,18.78,91.7,0,0,1.24,62.07,1482.0,0.66,273.36,47.52,1,1053476,241367317
Sri Lanka,Central,2015,3,36.0,110.9,0,0,4.95,68.77,423.0,27.75,266.0,41.41,1,287812,65942091
India,Central,2020,11,26.54,103.8,0,0,5.13,68.68,521.0,70.51,274.07,94.21,0,1224724,280602830
Nepal,West,2016,4,17.95,61.7,0,0,3.04,82.29,1017.0,51.42,302.73,55.07,0,183294,41995433
Nepal,West,2024,2,14.66,115.0,1,0,2.87,68.76,1031.0,11.35,470.22,83.87,1,113229,25942479
Nepal,Central,2017,6,26.57,96.2,0,1,3.53,61.17,684.0,58.23,223.05,85.92,0,188032,43080980
Bhutan,Central,2021,3,27.98,31.0,0,0,4.43,56.54,438.0,69.06,403.54,55.52,1,119011,27267223
Bhutan,West,2024,10,24.89,46.7,1,0,5.21,88.64,665.0,73.11,347.68,91.54,0,256800,58836772
India,Central,2019,12,27.95,138.5,0,0,4.68,75.04,880.0,69.66,296.48,68.8,0,1184812,271458386
Sri Lanka,North,2018,11,27.91,100.4,0,0,5.95,86.52,1391.0,4.0,338.96,62.67,0,233759,53557729
Sri Lanka,West,2015,9,36.41,70.1,1,0,2.52,67.95,1231.0,82.87,291.8,62.39,0,453949,104006595
Sri Lanka,Central,2017,6,18.73,125.6,0,0,4.15,87.52,562.0,51.7,218.75,84.57,0,405587,92926128
India,Central,2019,9,23.78,99.4,0,0,3.59,84.34,352.0,24.77,256.13,73.64,1,1128366,258525751
Bhutan,West,2019,3,36.46,110.0,0,0,1.87,79.19,1124.0,29.73,190.3,84.26,0,185735,42554703
Thailand,North,2017,12,31.22,132.9,0,1,1.66,67.99,431.0,47.44,260.3,43.83,0,4071034,932735589
Thailand,South,2015,10,23.26,129.2,1,0,2.97,67.78,800.0,56.98,336.11,53.69,1,4174306,956396769
Sri Lanka,West,2016,2,18.24,105.0,0,0,1.96,80.13,1585.0,82.86,246.74,46.33,0,425314,97445883
India,East,2015,1,22.21,149.4,0,0,3.21,65.61,221.0,3.6,337.61,54.68,1,1027034,235309055
Thailand,Central,2021,4,24.32,99.2,1,0,2.27,73.35,928.0,48.58,280.34,68.56,0,4219514,966754607
Nepal,West,2019,6,22.06,110.1,0,0,5.36,56.71,621.0,68.38,282.92,59.24,1,229255,52525795
India,South,2017,3,18.89,139.8,0,0,2.85,68.8,827.0,28.32,292.74,66.32,0,1108228,253911830
Thailand,East,2019,1,32.06,63.6,0,0,3.26,70.93,1046.0,92.04,314.61,70.38,1,4233925,970056386
Nepal,South,2016,8,22.6,87.7,0,0,5.16,96.16,831.0,34.23,224.71,52.85,1,182613,41839405
Nepal,Central,2016,12,25.75,67.9,0,0,3.47,96.95,1216.0,14.26,365.81,50.99,0,79179,18141108
India,East,2020,7,19.19,55.1,1,0,2.15,75.78,1312.0,32.18,339.35,73.39,0,1146012,262568718
India,East,2021,6,26.43,108.6,1,0,1.08,67.23,504.0,86.79,338.77,56.19,0,1259970,288678222
India,Central,2020,9,23.96,149.5,0,0,6.12,72.05,895.0,16.76,385.58,70.52,1,1036196,237408208
Sri Lanka,North,2017,9,32.31,73.5,0,0,5.99,62.21,1335.0,0.88,361.99,43.59,0,191308,43831562
Nepal,East,2019,2,28.18,35.8,0,0,2.54,80.3,1126.0,81.34,343.62,55.26,0,227085,52028615
Sri Lanka,North,2015,12,22.02,73.7,0,0,3.22,69.51,1377.0,54.23,374.71,42.46,0,297756,68220412
Bhutan,West,2022,2,34.37,79.7,1,0,3.58,66.68,1108.0,17.12,284.3,50.6,0,149269,34199790
Thailand,East,2023,12,24.68,151.9,0,0,4.84,69.09,1269.0,12.03,314.3,62.59,0,4056770,929467490
Thailand,Central,2019,8,22.43,159.1,0,0,5.34,81.48,1277.0,15.44,245.93,45.54,0,4086592,936300163
India,East,2019,4,20.19,68.2,0,0,6.1,70.19,1004.0,66.37,285.24,57.91,1,1152969,264162672
Nepal,West,2022,4,34.51,117.0,0,0,2.02,74.89,1596.0,2.28,340.04,72.05,1,94336,21613807
Bhutan,East,2021,6,20.9,187.1,1,0,2.77,80.35,582.0,95.83,180.31,80.05,1,386585,88572482
India,Central,2024,8,24.0,129.9,0,0,4.49,68.87,764.0,45.05,249.43,46.21,0,1142166,261687541
Sri Lanka,West,2021,12,28.8,4.9,0,0,4.19,71.0,1337.0,15.21,247.68,63.6,1,300873,68934564
Nepal,South,2015,1,25.83,84.3,1,0,2.94,68.97,738.0,87.66,392.06,67.94,0,289956,66433314
Nepal,West,2021,9,16.52,118.8,1,0,3.3,77.98,879.0,69.91,236.09,56.17,0,302259,69252117
Thailand,West,2018,11,24.3,96.6,0,0,4.31,79.3,1288.0,21.68,273.83,70.11,0,4119694,943884333
Bhutan,Central,2022,2,23.39,134.6,0,0,4.5,73.08,1155.0,20.23,349.75,94.65,0,109941,25189149
Bhutan,East,2023,5,21.0,24.8,1,0,2.81,69.43,1045.0,3.82,302.44,85.78,0,131279,30078008
India,Central,2016,6,27.72,127.6,1,0,3.66,66.35,618.0,7.41,219.25,56.67,1,1139868,261161034
India,North,2016,8,27.33,123.1,0,0,4.54,86.7,603.0,64.71,336.15,75.2,1,1168090,267627122
Sri Lanka,North,2020,8,26.43,115.3,1,0,3.88,71.37,1058.0,37.41,299.09,63.87,0,370722,84938028
Sri Lanka,Central,2021,10,27.68,156.6,0,1,2.69,81.98,1292.0,18.79,204.85,47.63,0,218260,50006673
Sri Lanka,West,2021,7,28.5,115.7,1,1,3.35,67.31,1479.0,47.98,350.02,49.27,1,277236,63518969
Bhutan,East,2024,3,19.61,98.5,1,0,3.16,79.55,800.0,30.01,293.95,45.42,1,174655,40016107
India,South,2022,8,21.77,135.0,1,0,3.15,76.92,721.0,80.21,272.12,43.03,0,1259790,288636982
Nepal,North,2022,3,30.48,66.0,0,0,3.43,74.52,526.0,57.23,313.54,50.64,1,187170,42883483
Sri Lanka,West,2018,11,14.39,141.6,1,0,3.26,80.42,570.0,14.04,296.62,81.39,0,341285,78193565
Thailand,Central,2021,11,25.41,83.0,0,0,-0.25,58.97,688.0,22.99,274.07,81.27,0,4116281,943102362
Bhutan,East,2023,9,21.75,114.7,0,0,0.15,90.41,1040.0,97.96,286.5,93.75,0,307075,70355536
Sri Lanka,East,2015,6,26.22,103.2,1,0,0.41,69.28,998.0,62.27,298.64,71.54,0,425806,97558608
Nepal,East,2019,8,27.3,75.1,0,0,4.81,79.07,743.0,95.39,250.45,60.41,1,306912,70318190
Nepal,East,2020,2,18.07,69.9,0,0,2.97,91.97,824.0,92.68,277.62,85.94,0,313725,71879152
Bhutan,South,2020,5,22.59,104.9,0,0,4.26,72.31,1251.0,10.72,299.3,50.19,0,73471,16833319
Sri Lanka,North,2018,11,30.55,70.9,0,0,4.25,78.32,1061.0,76.89,314.78,74.49,0,406322,93094528
Bhutan,West,2019,11,23.66,113.2,0,0,3.82,86.27,483.0,96.21,295.96,51.71,1,250945,57495302
Bhutan,North,2023,4,20.33,111.1,0,0,5.85,59.27,1089.0,72.63,259.04,77.06,0,236946,54287919
India,South,2023,4,21.98,129.5,1,0,0.82,66.34,1426.0,95.51,236.31,71.48,0,1340566,307143988
India,South,2020,2,28.63,104.6,0,0,3.78,72.47,929.0,81.48,258.91,73.79,0,1240004,284103709
Sri Lanka,West,2019,10,23.29,79.5,0,0,3.96,87.38,605.0,91.25,303.8,60.86,0,413962,94844968
Bhutan,Central,2015,5,22.6,58.0,0,0,5.9,74.44,634.0,64.06,294.52,45.8,0,164040,37584050
Nepal,North,2019,4,20.89,108.3,0,0,1.36,69.45,758.0,95.29,291.2,79.01,0,304209,69698892
Bhutan,North,2023,12,25.13,132.0,1,1,2.17,76.72,606.0,24.85,262.01,85.89,1,123220,28231569
Bhutan,South,2020,9,36.21,58.2,0,0,4.61,65.69,1137.0,61.51,394.84,79.08,0,163723,37511420
India,South,2024,11,26.99,157.1,1,0,1.38,71.09,1098.0,98.02,275.8,63.17,1,1286801,294825611
Bhutan,South,2016,9,27.65,34.4,0,0,4.31,74.89,1268.0,92.68,233.4,87.87,0,314797,72124763
Sri Lanka,West,2017,4,23.3,99.5,0,0,5.37,66.44,1359.0,76.82,295.56,69.09,0,406453,93124542
Nepal,West,2019,10,20.09,39.3,0,0,3.14,88.05,1204.0,84.07,320.2,44.2,1,232424,53251860
Bhutan,West,2022,12,22.12,116.4,0,0,5.14,70.27,1319.0,72.14,322.86,71.96,1,207481,47537041
Thailand,South,2017,10,24.05,56.8,1,1,2.96,64.47,721.0,89.66,249.94,64.64,1,4222449,967427060
Thailand,South,2017,11,21.4,111.0,1,1,3.03,80.8,1272.0,3.94,350.71,45.11,0,3980523,911998147
Sri Lanka,South,2022,9,27.59,78.6,1,1,5.74,63.46,761.0,84.2,276.52,41.53,1,370252,84830344
Bhutan,South,2020,3,26.31,120.1,0,0,1.58,61.65,968.0,17.08,237.41,92.69,0,157267,36032253
Nepal,East,2020,10,26.31,124.7,0,0,1.61,69.54,1097.0,94.52,286.21,56.09,1,278787,63874326
Nepal,South,2016,10,23.93,31.7,0,0,4.73,69.75,1125.0,77.29,314.01,63.02,0,255717,58588640
Bhutan,West,2015,6,25.49,55.4,1,0,4.93,85.97,681.0,59.13,382.79,57.74,0,180536,41363533
Nepal,Central,2015,11,24.69,74.6,0,0,4.48,79.92,669.0,51.34,276.3,71.94,1,217644,49865538
Bhutan,East,2015,10,31.91,71.3,0,0,4.31,64.62,944.0,90.45,270.94,86.79,0,291189,66715813
Sri Lanka,North,2020,9,29.8,182.1,1,1,5.94,83.85,791.0,79.16,186.78,50.23,1,424425,97242200
India,North,2021,1,21.66,33.3,0,0,4.65,75.62,1100.0,88.23,305.61,91.19,0,1264664,289753689
Nepal,East,2016,6,21.84,115.7,0,0,2.6,75.27,1517.0,36.07,395.95,81.63,1,147605,33818542
Nepal,East,2016,3,23.72,132.9,1,0,2.43,76.91,1150.0,71.3,293.62,55.72,0,279260,63982698
Thailand,South,2022,2,22.3,105.7,0,0,2.55,75.2,1203.0,86.48,236.38,74.5,0,4264905,977154373
Nepal,Central,2021,4,28.96,156.0,1,0,2.84,87.05,1051.0,13.72,287.45,57.76,0,161360,36970021
Bhutan,North,2017,2,24.86,102.4,1,0,4.83,66.45,1372.0,11.77,424.39,88.26,0,103041,23608254
Sri Lanka,Central,2017,6,33.87,195.3,0,0,3.28,75.52,1238.0,36.27,291.24,64.34,1,335782,76932745
India,Central,2024,11,23.0,82.2,0,0,2.11,98.18,1226.0,14.32,307.97,93.06,0,1101142,252288320
Bhutan,East,2019,5,17.89,75.1,0,0,5.51,62.03,1423.0,88.84,261.66,53.07,0,250254,57336984
Bhutan,West,2021,1,26.4,101.7,0,0,4.54,80.21,1429.0,49.49,312.74,69.53,0,156880,35943585
Sri Lanka,South,2018,4,16.99,109.4,1,0,-0.13,65.77,1212.0,41.58,347.76,44.79,0,342796,78539758
Nepal,North,2024,5,25.12,51.8,0,1,1.56,80.02,810.0,21.32,320.28,43.36,0,16354,3746949
India,South,2022,7,25.81,55.7,1,0,1.17,97.86,1015.0,26.56,355.1,59.85,0,1123262,257356348
Thailand,West,2023,9,22.73,26.0,0,0,4.28,62.41,1495.0,16.0,227.44,78.96,1,4128992,946014645
Thailand,West,2023,3,31.07,96.4,1,0,2.3,74.27,1083.0,85.95,272.14,81.43,0,4296307,984349048
Sri Lanka,East,2021,10,18.39,104.0,0,0,4.27,85.24,670.0,39.55,364.94,52.96,0,274405,62870344
Thailand,West,2015,4,30.78,136.8,1,0,5.21,74.67,800.0,41.39,310.53,43.55,0,4144991,949680259
Sri Lanka,West,2020,8,22.62,90.1,1,0,6.23,66.41,1331.0,89.41,319.23,81.98,0,488558,111936042
Nepal,West,2024,8,25.67,116.5,1,0,3.29,67.0,1052.0,67.99,241.53,92.44,1,340673,78053347
Nepal,East,2020,10,28.44,112.9,1,0,1.94,62.04,966.0,66.41,252.62,49.64,1,303757,69595332
Thailand,West,2021,11,13.34,73.5,1,0,1.62,82.06,1114.0,97.97,305.55,87.52,1,4314161,988439670
India,North,2021,3,26.26,135.3,0,0,5.11,67.39,625.0,35.67,335.98,79.34,1,1128506,258557828
Nepal,Central,2018,10,30.04,181.7,0,1,3.3,86.0,1413.0,60.96,379.3,91.5,1,114985,26344806
Bhutan,North,2017,7,17.85,67.0,0,0,5.42,74.83,836.0,85.25,261.17,54.94,0,250268,57340191
Nepal,West,2019,1,29.7,127.4,1,0,4.19,72.19,1165.0,90.93,339.25,80.26,0,326935,74905763
India,Central,2021,6,27.99,73.3,0,0,3.68,83.15,976.0,81.58,294.3,60.57,1,1216190,278647561
Sri Lanka,Central,2018,2,25.56,42.6,0,0,5.0,64.29,1058.0,75.73,293.42,54.5,0,402756,92277503
India,South,2021,4,21.92,113.2,0,0,2.81,68.32,696.0,49.56,327.74,49.57,1,1111016,254550604
Sri Lanka,South,2024,3,24.73,63.7,0,0,4.71,67.57,1414.0,32.21,310.62,86.03,1,335571,76884401
Bhutan,East,2015,9,20.13,169.8,0,0,3.06,70.69,1119.0,20.71,359.76,41.2,1,57235,13113405
Nepal,South,2024,3,35.38,43.5,0,0,5.19,80.75,579.0,64.2,253.08,41.28,0,249630,57194016
Nepal,East,2022,5,23.12,29.0,0,0,4.86,79.96,1071.0,8.32,354.76,55.99,0,87157,19968989
Bhutan,Central,2024,2,37.38,105.6,0,0,5.12,76.87,592.0,18.13,366.48,70.32,1,52541,12037939
India,West,2020,4,33.42,170.5,0,0,2.86,72.23,1206.0,12.69,175.94,63.52,0,1140162,261228394
Sri Lanka,East,2022,12,17.59,126.8,0,0,5.1,68.83,855.0,66.65,286.66,58.12,1,376728,86314094
Thailand,Central,2017,6,26.22,114.5,0,0,2.57,58.45,1264.0,82.94,302.35,57.01,1,4208014,964119783
